url,assunto,grupo_subassunto,subassunto,nivel,nivel_subassunto,resposta
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f2/estrada/,Fundamentos de Matemática,Conceitos de Aritmética e Geometria,"Ponto, coordenadas no plano",Médio,PJ,"Para resolver a questão envolvendo conceitos de pontos e coordenadas no plano, siga as diretrizes abaixo:

1. **Leitura Atenta do Enunciado**: Identifique qual é a pergunta central e quais dados estão sendo fornecidos. Preste atenção nos exemplos que podem ajudar a entender as operações que você precisa realizar.

2. **Desafio Principal**: Normalmente, a dificuldade em questões desse tipo está em entender como trabalhar com coordenadas e como aplicar as operações solicitadas (como distância, comparação de posições, etc.). 

3. **Dicas Contextualizadas**: Pense em como locais em uma cidade são representados por mapas. Cada local pode ser definido por um par de coordenadas (x, y). Isso pode ajudar a visualizar a relação entre os pontos no plano.

4. **Passo a Passo para Resolução**:
   - **Identifique as Coordenadas**: Comece identificando quais são as coordenadas que você precisa trabalhar.
   - **Determine o que precisa ser calculado**: Se a questão envolver distância, por exemplo, você precisará usar a fórmula da distância entre dois pontos.
   - **Implemente Operações**: Considere como as operações matemáticas são aplicadas às coordenadas. Isso pode incluir somas, subtrações, e até mesmo operações mais complexas como integrais ou derivadas, dependendo do avanço do problema.

5. **Tratamento de Entrada e Saída**:
   - **Entrada**: Geralmente, você irá ler as coordenadas que podem ser fornecidas pelo usuário, por exemplo, usando `input()`. Essas coordenadas podem ser fornecidas como pares de números, então talvez você precise converter esses inputs de strings para números.
   - **Saída**: A saída deve ser formatada de acordo com o que a questão pede - pode ser um número, uma string, ou até mais de um valor. Use `print()` para exibir o resultado.

   Exemplo de trechos úteis:
   ```python
   # Lendo coordenadas
   x1, y1 = map(float, input(""Insira as coordenadas do primeiro ponto (x1 y1): "").split())
   x2, y2 = map(float, input(""Insira as coordenadas do segundo ponto (x2 y2): "").split())

   # Exemplo de cálculo de distância (sem revelação da fórmula)
   distancia = ((x2 - x1)**2 + (y2 - y1)**2)**0.5
   print(distancia)
   ```

6. **Estruturas Úteis em Python**:
   - **Listas**: Para armazenar coordenadas, você pode usar listas como `ponto1 = [x1, y1]` e `ponto2 = [x2, y2]`.
   - **Funções Auxiliares**: Considere criar funções para calcular a distância ou qualquer outra operação que você precisar, assim seu código ficará mais organizado e reutilizável."
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f2/fotografia/,Fundamentos de Matemática,Conceitos de Aritmética e Geometria,"Polígono (vértice, aresta/lado, simples, convexo, área)",Médio,PJ,"Para abordar a questão sobre polígonos, siga estes passos:

1. **Leitura do Enunciado**: Analise cuidadosamente o que é solicitado. Identifique quantos vértices e lados o polígono possui e se ele é simples ou convexo. Isso será crucial para determinar a lógica.

2. **Compreensão dos Polígonos**:
   - **Vértices**: Pontos onde os lados se encontram. Para um polígono de 'n' lados, existem 'n' vértices.
   - **Arestas/Lados**: São os segmentos que conectam os vértices. O número de lados é igual ao número de vértices.

3. **Identificação dos Desafios**:
   - Como calcular a área? Dependendo da forma do polígono (convexo ou não), a abordagem pode variar.
   - Verifique se há pontos que precisam ser definidos como entrada para o cálculo da área, como coordenadas dos vértices.

4. **Estratégia de Resolução**:
   - Se o polígono é convexo, a área pode ser calculada usando a fórmula de Shoelace ou coordenadas. 
   - Se for simples, certifique-se de que os lados não se cruzam e que você possa aplicar a lógica para o cálculo.

5. **Tratamento da Entrada**:
   - Espere receber as coordenadas dos vértices como entrada. Cuidado com o formato – verifique se é uma lista de tuplas, cada uma representando um vértice.

Exemplo de como ler a entrada em Python:
```python
n = int(input(""Digite o número de vértices: ""))
vertices = [tuple(map(int, input().split())) for _ in range(n)]
```

6. **Formatação da Saída**: 
   - A saída provavelmente deve ser um valor numérico que representa a área calculada. Prepare-se para apresentar esse valor com uma determinada precisão, se necessário.

Exemplo para imprimir a saída:
```python
print(f""A área do polígono é: {area:.2f}"")  # Exemplo com duas casas decimais
```

7. **Estruturas Úteis**:
   - Considere usar listas para armazenar os vértices.
   - Funções auxiliares podem ser criadas para modularizar o código, como uma para calcular a área do polígono.

Ao seguir esses passos, você terá uma compreensão clara de como abordar a questão sobre polígonos e poderá aplicar os conceitos matemáticos necessários de maneira eficaz."
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/acelerador/,Fundamentos de Matemática,Conceitos de Aritmética e Geometria,"Aritmética modular básica: adição, subtração, multiplicação",Fácil,P1,"Para resolver questões de aritmética modular básica, é importante entender os conceitos fundamentais de operações aritméticas, como adição, subtração e multiplicação, no contexto de um sistema modular.

### Passo a Passo para Resolver a Questão

1. **Entender o que é aritmética modular**: A aritmética modular lida com restos da divisão. Por exemplo, ao dizer ""5 mod 3"", estamos nos perguntando qual é o resto quando 5 é dividido por 3, que é 2.

2. **Leia atentamente a questão**: Identifique quais operações (adição, subtração ou multiplicação) estão envolvidas e qual é o módulo que está sendo utilizado. Isso é crucial para aplicar corretamente a aritmética modular.

3. **Definir a lógica para cada operação**:
   - **Adição**: Para somar dois números em módulo, você realiza a soma normalmente e, em seguida, aplica o módulo ao resultado.
   - **Subtração**: Similar à adição, mas você precisa garantir que o resultado não seja negativo. Se for, você deve ajustar para que fique dentro do intervalo do módulo.
   - **Multiplicação**: Multiplica os números e, em seguida, aplica o módulo ao resultado.

4. **Entrada e saída**: Verifique como os números serão dados (por exemplo, em uma única linha ou várias linhas) e como a saída deve ser formatada (um número ou múltiplos números). 

5. **Exemplos de manipulação de entradas e saídas**:
   - Para ler a entrada:
     ```python
     entrada = input().strip().split()
     a = int(entrada[0])
     b = int(entrada[1])
     modulo = int(entrada[2])
     ```
   - Para produzir a saída:
     ```python
     print(resultado_modular)
     ```

6. **Sugestões de estruturas úteis**:
   - Utilize variáveis para armazenar os resultados das operações antes de aplicar o módulo.
   - Se precisar realizar operações repetidamente, considere usar uma função auxiliar para organizar o código.

A prática com exemplos e a mentalidade de ""modular"" qualquer resultado ao aplicar as operações ajudará a desenvolver a intuição necessária para trabalhar com aritmética modular."
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/camisetas/,Fundamentos de Computação,Programação,"Vetores, incluindo vetores multidimensionais",Fácil,PJ,"Para abordar a questão que envolve vetores (ou listas) em programação, siga os passos abaixo:

1. **Leitura do Enunciado**: Comece lendo o enunciado com atenção. Identifique quais são as entradas, as saídas e o que é solicitado. Pergunte a si mesmo: ""O que quero alcançar com essa questão?""

2. **Identificação de Desafios**: Tente identificar os principais desafios. Isso pode incluir manipulação de dados dentro de vetores, iteração sobre elementos, ou até condições específicas que você precisa verificar.

3. **Analogias com o Mundo Real**: Pense em vetores como caixas de ferramentas. Cada ferramenta (elemento do vetor) tem uma função específica. Se você precisar da chave de fenda (um elemento específico), deve saber em qual caixa (índice) procurar.

4. **Passo a Passo de Resolução**:
   - **Entrada**: Entenda o formato em que os dados serão fornecidos. Eles são numéricos, texto, ou uma combinação? Quantos elementos existem? 
   - **Inicialização**: Pense em como você vai armazenar esses elementos. Você pode usar uma lista para isso. 
   - **Processamento**: Considere como você vai percorrer cada elemento do vetor. O uso de laços (loops) é comum aqui, como um `for` ou `while`.
   - **Saída**: Defina como você precisa apresentar os resultados após a manipulação dos dados. É um único valor, uma lista modificada, ou precisa formatar a saída de alguma forma especial?

5. **Tratamento de Entrada e Saída**:
   - A entrada pode ser lida, por exemplo, usando `input()` para receber dados do usuário que você deverá converter para o tipo correto (por exemplo, inteiro ou float).
   - Para armazenar vários valores, você pode usar uma lista e, ao final, imprimir cada elemento ou a lista completa. 
   - Exemplo de entrada: 
     ```python
     n = int(input())  # Para número de elementos
     lista = [int(input()) for _ in range(n)]  # Para criar a lista
     ```
   - Exemplo de saída:
     ```python
     print(' '.join(map(str, lista)))  # Para imprimir a lista formatada como string
     ```

6. **Estruturas Úteis em Python**:
   - **Listas**: Para armazenar e manipular conjuntos de dados. 
   - **Ciclos (for/while)**: Para iterar sobre elementos. 
   - **Condicional (if)**: Se precisar verificar condições enquanto navega pelos elementos do vetor.
   - **Funções**: Caso você note que há lógica que pode ser reutilizada ou que torne seu código mais organizado e legível.

Siga esses passos e mantenha a lógica clara em mente enquanto trabalha no desenvolvimento da solução. Lembre-se de que a prática leva à perfeição e a resolução de problemas assim pode ser muito enriquecedora. Boa sorte!"
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/fissura/,Algoritmos e Estruturas de Dados,Algoritmos em Grafos,Busca em Largura (BFS),Médio,PJ,"1. **Leitura Atenta do Enunciado**: Comece lendo o enunciado da questão com cuidado. Identifique quais são os dados de entrada, quais saídas são esperadas e quais são as restrições que podem influenciar a abordagem. Preste atenção nas estruturas que você deverá manipular, como um grafo ou uma matriz.

2. **Desafios Principais**: Geralmente, os desafios principais em problemas que envolvem a Busca em Largura (BFS) são:
   - Representar o grafo adequadamente em sua estrutura.
   - Manter o controle de nós visitados para evitar ciclos e redundância.
   - Implementar a lógica que permite percorrer o grafo de forma eficaz.

3. **Dicas Contextualizadas**: Pense na BFS como uma busca em um labirinto. Você começa em um ponto e vai explorando todos os caminhos ao seu redor antes de avançar para o próximo nível. É fundamental que você mantenha registro de onde já esteve para não ficar preso em um ciclo. 

4. **Passo a Passo**:
   - **Passo 1**: Crie uma representação do grafo. Pode ser em forma de lista de adjacência ou matriz de adjacência, dependendo do que for mais conveniente para a questão.
   - **Passo 2**: Prepare uma fila que ajudará a rastrear os nós a serem visitados e uma lista ou conjunto para armazenar os nós que já foram visitados.
   - **Passo 3**: Inicie a BFS a partir do nó inicial, enfileirando-o e marcando-o como visitado.
   - **Passo 4**: Enquanto houver nós na fila, desencadeie um loop que:
     - Desenfileire um nó.
     - Processe esse nó (pode incluir verificações ou cálculos dependendo do que a questão pede).
     - Enfileire todos os seus nós adjacentes que ainda não foram visitados, marcando-os como visitados.
   
5. **Tratamento de Entrada e Saída**: Determine como os pontos de entrada serão fornecidos. Por exemplo, pode haver uma linha que especifica o número de nós e arestas, seguida de pares de nós que representam as arestas.
   - Exemplo de leitura de entrada em Python:
     ```python
     n, m = map(int, input().split())
     grafo = [[] for _ in range(n)]
     for _ in range(m):
         a, b = map(int, input().split())
         grafo[a].append(b)
         grafo[b].append(a)  # se o grafo for não direcionado
     ```
   - Para a saída, pense em como você irá imprimir ou retornar o resultado final. Isso pode depender de onde você precisa mostrar os resultados do processamento da BFS.

6. **Estruturas Úteis em Python**: 
   - **Listas** para representar o grafo, bem como para manter a fila da BFS.
   - **Conjuntos** para rastrear os nós visitados.
   - **Funções auxiliares** podem ser muito úteis para dividir sua lógica em partes menores, como uma função para processar um nó ou construir o grafo.

Seguindo esse arcabouço, você conseguirá abordar a questão de forma estruturada e desenvolver sua solução gradualmente."
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/irmaos/,Fundamentos de Matemática,Conceitos de Matemática Discreta,Progressão aritmética,Fácil,PJ,"Para abordar a questão sobre progressão aritmética, siga os seguintes passos:

1. **Leia o enunciado com atenção**: Identifique os componentes da progressão aritmética, como o primeiro termo, a razão e a quantidade de termos desejada.

2. **Entenda a Progressão Aritmética (PA)**: Imagine a PA como uma sequência de números em que cada termo após o primeiro é obtido adicionando um valor fixo (a razão) ao termo anterior. Por exemplo, se o primeiro termo é 2 e a razão é 3, a sequência será 2, 5, 8, 11, ...

3. **Defina as variáveis com clareza**: Crie variáveis para armazenar o primeiro termo, a razão e o número de termos que você precisa calcular. Uma boa prática é nomear essas variáveis de forma descritiva para facilitar o entendimento do código.

4. **Pense na lógica passo a passo**:
   - Para cada termo da sequência, comece com o primeiro termo e, em seguida, some a razão repetidamente pelo número total de termos desejado.
   - Você pode usar um loop para percorrer a quantidade de termos e calcular o termo correspondente em cada iteração.

5. **Tratamento de entrada**: Certifique-se de que a entrada está no formato correto. Por exemplo, pode ser interessante coletar os dados através de `input()` e então convertê-los para inteiros, caso necessário:
   ```python
   primeiro_termo = int(input(""Digite o primeiro termo: ""))
   razao = int(input(""Digite a razão: ""))
   quantidade_termos = int(input(""Digite a quantidade de termos: ""))
   ```

6. **Formatar a saída**: Os termos da PA podem ser exibidos em uma única linha, separados por espaços. Utilize a função `print()` para isso:
   ```python
   print(termos)  # onde termos é uma lista ou uma string que você montou.
   ```

7. **Utilize estruturas úteis**: Uma lista pode ser uma boa escolha para armazenar os termos da PA que você vai gerar. No final, você pode converter essa lista em uma string para apresentação, se desejar.

Ao seguir esses passos, você conseguirá organizar suas ideias e implementar a solução da questão de progressão aritmética de maneira estruturada e lógica. Boa sorte!"
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/pandemia/,Algoritmos e Estruturas de Dados,Estruturas de Dados,Representação de conjuntos disjuntos com Union-Find,Médio,P1,"Para abordar a questão sobre representação de conjuntos disjuntos com Union-Find, siga os passos abaixo:

1. **Compreensão do Problema**: Comece lendo atentamente a descrição da questão. Identifique quantos elementos você tem e quais operações você precisa implementar (geralmente, isso inclui ""unir"" dois conjuntos e ""buscar"" o conjunto a que um elemento pertence).

2. **Analogia do Mundo Real**: Pense no Union-Find como um grupo de amigos. Quando dois amigos se juntam, eles se tornam parte do mesmo grupo; se você quiser saber a quem um amigo pertence, você busca a ""família"" ou grupo em que ele está. Aqui, sua tarefa é implementar um sistema que mantenha esses grupos de maneira eficiente.

3. **Passo a Passo para Resolução**:
   - **Estruturas Básicas**: Você precisará de duas listas: uma para armazenar o ""pai"" de cada elemento e outra para armazenar o tamanho do conjunto (ou a profundidade da árvore). 
   - **Operação de Busca**: Implemente uma função para encontrar o ""pai"" de um elemento; isso pode ser feito recursivamente, mas considere usar a técnica de ""compressão de caminho"" para otimizar.
   - **Operação de União**: Para unir dois conjuntos, você precisa primeiro encontrar os ""pais"" dos dois elementos que deseja juntar. Se eles forem diferentes, junte os conjuntos, que pode ser feito conectando o menor ao maior (ou utilizando a técnica de união por tamanho).

4. **Tratamento de Entrada e Saída**:
   - **Entrada**: Geralmente, você receberá um número que representa a quantidade de elementos, seguido por um conjunto de operações (unir ou buscar). Você pode usar `input()` para ler esses dados e convertê-los em uma lista.
   - **Exemplo de Entrada**:
     ```python
     n = int(input()) # número de elementos
     operacoes = [input().split() for _ in range(q)]  # onde q é o número de operações
     ```

   - **Saída**: A saída pode ser representada com print, onde você exibirá o resultado das operações de busca (geralmente, o identificador do conjunto).
   - **Exemplo de Saída**:
     ```python
     print(resultado)  # onde resultado é o resultado da busca
     ```

5. **Estruturas Úteis em Python**: Utilize listas para o pai e o tamanho. Considere também módulos como `collections` se for necessário para contagens ou agrupamentos em alguma parte do código. Além disso, funções auxiliares para as operações de 'find' e 'union' serão úteis para manter seu código organizado.

Seguindo essas etapas, você estará no caminho certo para resolver a questão sem complicações!"
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/promocao/,Algoritmos e Estruturas de Dados,Algoritmos em Árvores,Diâmetro e centro de árvore em O(N),Difícil,P1,"Para abordar a questão sobre o diâmetro e centro de uma árvore, siga os passos abaixo para guiá-lo pela resolução:

1. **Compreender os conceitos básicos**:
   - O diâmetro de uma árvore é a distância máxima entre quaisquer dois nós na árvore.
   - O centro da árvore é um ou dois nós que minimizam a máxima distância para os outros nós.

2. **Identificar os desafios**:
   - Você precisa entender como navegar eficientemente em uma estrutura de árvore.
   - Como calcular distâncias entre nós.
   - Como implementar algoritmos de busca em profundidade (DFS) ou busca em largura (BFS).

3. **Passo a passo para a resolução**:
   - **Construção da árvore**: Comece representando a árvore. Muitas vezes, você pode usar uma lista de adjacências (um dicionário onde cada chave é um nó e o valor é uma lista de nós adjacentes).
   - **Encontrar o diâmetro**:
     - Realize uma busca (DFS ou BFS) a partir de um nó arbitrário para encontrar o nó mais distante, digamos `A`.
     - Realize outra busca a partir de `A` para encontrar o nó mais distante dele, digamos `B`. A distância até `B` será o diâmetro.
   - **Encontrar o centro**:
     - Uma vez que você tem o diâmetro, poderá determinar o centro ou centros (se o diâmetro tem uma extensão par ou ímpar) ao encontrar o caminho entre `A` e `B` e analisar os nós ao longo desse caminho.

4. **Tratamento de entradas e saídas**:
   - **Entrada**: A entrada pode vir em diferentes formatos, mas, geralmente, será uma lista de arestas que representam a árvore. Exemplo:
     ```python
     edges = [(1, 2), (1, 3), (2, 4), (2, 5)]  # Representação de uma árvore
     ```
   - **Saída**: A saída deve fornecer o diâmetro (um número) e o ou os centros da árvore.

5. **Trechos úteis de código**:
   - Para construir a lista de adjacências:
     ```python
     from collections import defaultdict
     tree = defaultdict(list)
     for u, v in edges:
         tree[u].append(v)
         tree[v].append(u)
     ```
   - Para uma busca em profundidade ou largura, você pode usar:
     ```python
     def dfs(node, visited):
         visited.add(node)
         for neighbor in tree[node]:
             if neighbor not in visited:
                 dfs(neighbor, visited)
     ```

6. **Estruturas úteis**:
   - **Listas**: Para armazenar os nós filhos em cada nó.
   - **Dicionários**: Para manter a representação da árvore.
   - **Conjuntos**: Para verificar se um nó foi visitado durante uma busca.

Seguindo este guia, você deverá ser capaz de desenvolver uma solução para encontrar o diâmetro e o centro da árvore. Boa sorte!"
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/ralouim/,Algoritmos e Estruturas de Dados,Estratégias de Algoritmos,Programação dinâmica,Difícil,P1,"Para abordar a questão de programação dinâmica que você está enfrentando, vamos seguir um passo a passo que vai ajudá-lo a estruturar sua solução de forma eficaz:

1. **Leitura do Enunciado**: Identifique claramente quais são os dados de entrada e o que você precisa calcular como saída. É crucial entender o problema antes de mais nada. Procure por palavras-chave que indiquem as operações a serem realizadas e os requisitos.

2. **Identificação dos Desafios**: Pergunte a si mesmo:
   - Quais são as subproblemas que precisam ser resolvidos?
   - Como esses subproblemas se relacionam?
   - Qual é a estrutura de decisão que será utilizada? 

3. **Analogia com o Mundo Real**: Pense em como a programação dinâmica se assemelha a construir uma casa. Se você tiver peças (subproblemas) já montadas, pode usá-las como base para construir partes mais complexas da sua casa, economizando tempo e esforço.

4. **Lógica de Resolução**:
   - **Defina a Recursão**: Comece definindo uma função que represente seu subproblema. Quais são os parâmetros que você precisa passar?
   - **Base da Recursão**: Determine quais são os casos base que encerram a recursão.
   - **Construção do Problema**: Como você pode combinar os resultados de subproblemas para resolver o problema maior?

5. **Tratamento de Entrada e Saída**:
   - **Entrada**: Normalmente, suas entradas virão de funções como `input()` ou de arquivos. Você pode utilizar `map()` ou `split()` para processar múltiplos valores.
   - **Saída**: Geralmente, você usará `print()` para exibir o resultado. Tenha cuidado para formatá-lo conforme as exigências do enunciado.

   Exemplos de manipulação de entrada e saída:
   ```python
   # Exemplo de entrada
   n = int(input())
   valores = list(map(int, input().split()))
   
   # Exemplo de saída
   print(resultado)
   ```

6. **Estruturas Úteis em Python**:
   - **Listas**: Essenciais para armazenar os resultados de suas subsoluções.
   - **Dicionários**: Úteis se você precisar armazenar pares de chaves e valores para acesso rápido.
   - **Funções Auxiliares**: Crie funções que encapsulem subproblemas, simplificando sua lógica principal.

7. **Otimização da Solução**: Após ter seu algoritmo funcional, pense em como você poderia otimizar o uso de memória e tempo. Isto pode envolver o uso de técnicas como memoização ou tabulação.

Siga essas orientações e faça testes com casos simples antes de eventualmente avançar para casos mais complexos. Isso vai ajudá-lo a solidificar seu entendimento sobre o problema!"
https://olimpiada.ic.unicamp.br/pratique/p2/2020/f1/3por2/,Algoritmos e Estruturas de Dados,Estratégias de Algoritmos,Algoritmos gulosos (incluindo argumentos de corretude),Médio,PJ,"Para resolver a questão proposta, siga as etapas abaixo:

1. **Leitura Atenta do Enunciado**: Comece por ler o enunciado com calma, identificando as principais informações. Quais são os dados de entrada? O que é solicitado na saída? Tente visualizar o que cada parte do enunciado significa.

2. **Identificação dos Desafios**: Os algoritmos gulosos geralmente envolvem a escolha de uma solução localmente ótima em cada etapa, na esperança de que essas escolhas levem a uma solução global ótima. Determine onde isso pode ser aplicado no problema, observando quais decisões devem ser tomadas em cada passo.

3. **Analogias do Mundo Real**: Pense em uma situação cotidiana onde você precisa fazer escolhas sequenciais. Por exemplo, imagine que você está planejando uma viagem e quer visitar várias cidades. Sempre que você chega a uma cidade, decide visitar a atração mais próxima para otimizar seu tempo. Isso se alinha com a ideia de fazer escolhas locais para um benefício global.

4. **Passo a Passo**:
   - **Identificação das Escolhas**: Liste quais decisões precisam ser tomadas em cada passo do algoritmo. Quais critérios você irá utilizar para fazer a melhor escolha neste momento?
   - **Construção do Algoritmo**: Esboce um pseudocódigo onde você simula fazer essas escolhas, lembrando-se de armazenar resultados intermediários se necessário.
   - **Checagem de Corretude**: Após pensar como você quer estruturar o algoritmo, analise se as escolhas feitas em cada passo realmente levarão a uma solução ótima. Que condições você pode olhar para confirmar isso?

5. **Tratamento de Entrada e Saída**:
   - **Entrada**: Defina como você vai ler os dados que o programa precisa. Eles virão de um arquivo, de um input do usuário ou em um formato específico (como uma lista)?
     - Exemplo de tratamento de entrada:
       ```python
       linhas = input().split()  # para múltiplas entradas em uma linha
       ```
   - **Saída**: Pense sobre como você quer que os resultados sejam exibidos. Qual é o formato correto?
     - Exemplo de saída:
       ```python
       print(resultado)  # onde resultado é a variável que guarda o que você deseja exibir
       ```

6. **Estruturas Úteis**: 
   - Considere usar listas para armazenar informações necessárias durante o processo.
   - Dicionários podem ser úteis se você precisar associar dados a chaves específicas.
   - Funções auxiliares podem ajudar a tornar seu código mais limpo e modular, especialmente se você tiver lógica que se repete.

Ao seguir esses passos, você estará no caminho certo para resolver a questão de forma eficiente, utilizando a estratégia gulosa apropriada. Lembre-se de revisar sua abordagem e validar suas suposições ao longo do processo!"
https://olimpiada.ic.unicamp.br/pratique/p2/2019/f3/etiquetas/,Algoritmos e Estruturas de Dados,Estratégias de Algoritmos,Programação dinâmica,Difícil,P1,"1. **Leitura atenta do enunciado**: Identifique os elementos principais do problema, como os dados de entrada, as saídas esperadas e as condições que precisam ser atendidas. Tente entender qual a estrutura necessária para resolver o problema e quais partes podem ser complexas na implementação.

2. **Dicas contextualizadas**: Considere o problema como uma série de ""decisões"" que precisam ser tomadas em um caminho, semelhantes a escolher entre diferentes rotas em um mapa. Cada decisão se baseia na melhor opção disponível até o momento. Isso pode ajudar a entender a natureza da programação dinâmica, onde você constrói soluções a partir de subsoluções já resolvidas.

3. **Passo a passo de como resolver**:
   - **Identifique o subproblema**: Pergunte-se qual é a menor parte do problema que você pode resolver e como isso pode se conectar a um problema maior.
   - **Defina a relação de recorrência**: Descubra como os subproblemas se relacionam entre si e como você pode construir uma solução geral a partir deles.
   - **Escolha uma abordagem**: Pense em resolver o problema de forma top-down (recursão com memoização) ou bottom-up (tabela), e como isso impacta a eficiência do seu algoritmo.

4. **Tratamento da entrada e saída**:
   - **Entrada**: Pense na forma que os dados serão fornecidos. Você pode usar `input()` para ler dados do console ou, se for necessário ler de um arquivo, utilize funções como `open()`. Organize os dados em uma estrutura como uma lista ou dicionário para facilitar o acesso a eles posteriormente.
   - **Saída**: A saída pode ser formatada usando `print()`, mas é essencial garantir que o formato esteja exatamente como solicitado no enunciado (ex. separando valores por espaços ou quebras de linha).
   - Exemplo de código para manipulação de entrada e saída:
     ```python
     entrada = input().split()  # Lê uma linha e divide em uma lista
     # Outra manipulação pode ser necessária dependendo da demanda do problema.
     ```

5. **Sugestões de estruturas úteis em Python**:
   - Utilize listas para armazenar resultados intermediários.
   - Dicionários podem ser úteis para memoização, armazenando subsoluções que já foram calculadas para evitar recomputações.
   - Considere o uso de funções auxiliares para encapsular a lógica relacionada aos subproblemas, melhorando a legibilidade do seu código."
https://olimpiada.ic.unicamp.br/pratique/p2/2019/f3/exploracao/,Algoritmos e Estruturas de Dados,Algoritmos de Geometria,"Técnicas de Varredura (Line Sweep, Radial Sweep)",Difícil,P2,"Para abordar a questão proposta, siga o passo a passo abaixo:

1. **Leitura Atenta do Enunciado**:
   - Compreenda todos os detalhes do problema.
   - Identifique os requisitos e restrições que serão importantes na hora de implementar a solução.

2. **Identificação dos Desafios**:
   - Reconheça os principais desafios que a questão apresenta.
   - Analise se há necessidade de manipulação de dados geográficos, comparação de posições ou outras operações específicas.

3. **Dicas Contextualizadas**:
   - Pense em cenários do mundo real que envolvem a varredura de eventos ou pontos no espaço (por exemplo, filas ou eventos em uma linha do tempo).
   - Considere como você organizaria esses pontos ou eventos e como processá-los sequencialmente.

4. **Passo a Passo de Como Resolver**:
   - **Defina o Retângulo de Varredura**: Prepare um esquema de como você poderia usar uma linha imaginária que se move através dos pontos.
   - **Classifique os Eventos**: Organize os eventos que você precisará processar ao longo desta linha imaginária. Isso pode incluir determinar a ordem com que eventos precisam ser considerados.
   - **Estruturas de Dados**: Pense em como você pode utilizar listas ou filas para manter eventos em ordem. Um dicionário pode ser útil para armazenar informações associadas a esses eventos.

5. **Tratamento da Entrada e Saída**:
   - **Leitura da Entrada**: Utilize a função `input()` para ler os dados. Se for necessário, você pode utilizar `split()` para dividir a entrada em componentes.
   - **Saída Formatada**: Certifique-se de formatar a saída de acordo com as especificações do problema. Você pode usar `print()` para exibir a saída desejada.

   Exemplo de manipulação de entrada e saída:
   ```python
   # Leitura de um inteiro
   num_eventos = int(input())
   for _ in range(num_eventos):
       x, y = map(int, input().split())
       # Processar os eventos aqui

   # Saída formatada
   print(""Resultado:"", resultado)
   ```

6. **Sugestões de Estruturas Úteis**:
   - **Listas**: Útil para armazenar eventos ou pontos que você irá processar.
   - **Dicionários**: Bons para associar informações a eventos ou armazenar contagens.
   - **Funções Auxiliares**: Considere escrever funções para dividir tarefas, como ordenar eventos ou calcular distâncias.

Ao seguir este guia, você estará em uma boa posição para desenvolver sua solução sem que a lógica final seja mão a mão. Boa sorte!"
https://olimpiada.ic.unicamp.br/pratique/p2/2019/f3/prix/,Algoritmos e Estruturas de Dados,Algoritmos em Grafos,Componentes fortemente conexas (algoritmo de Kosaraju ou Tarjan),Difícil,P2,"Para abordar a questão sobre componentes fortemente conexas em um grafo, é importante seguir um processo estruturado. Aqui estão as etapas que você pode considerar:

1. **Compreensão do Problema**:
   - Leia o enunciado atentamente. Identifique o que são componentes fortemente conexas e como elas se relacionam com os vértices e as arestas do grafo.
   - Entenda o que se espera como saída e como a resposta deve ser interpretada.

2. **Escolha do Algoritmo**:
   - Você pode optar entre os algoritmos de Kosaraju ou Tarjan. Ambos têm suas particularidades.
   - Pense nas diferenças: Kosaraju utiliza duas passagens pelo grafo, enquanto Tarjan utiliza uma abordagem de profundidade (DFS) e um conjunto de estruturas de dados.

3. **Estruturas de Dados**:
   - Considere usar listas ou dicionários para representar seu grafo. Exemplifique como armazenar informações sobre os vértices e suas conexões.
   - Prepare para usar uma lista (ou pilha) para armazenar a ordem de visita dos vértices. Isso será importante em ambos os algoritmos.

4. **Processamento das Entradas**:
   - Especifique como você vai ler as entradas. Normalmente, um grafo é representado por uma lista de adjacências.
   - Considere um trecho de código que permita ler a entrada e criar a estrutura do grafo.

5. **Lógica do Algoritmo**:
   - Para o algoritmo de Kosaraju, pense em duas etapas principais: uma para fazer um DFS no grafo original e outra no grafo transposto.
   - Para o algoritmo de Tarjan, foque em como você vai usar um índice temporal e um valor de baixo (low-link) para identificar componentes.

6. **Preparação da Saída**:
   - Pense em como você irá estruturar sua saída. Quantas componentes fortemente conexas serão retornadas e como os vértices de cada componente devem ser agrupados.
   - Considere um exemplo simples e como seria a formatação da resposta.

7. **Teste e Validação**:
   - Após implementar a lógica, faça testes com diferentes configurações de grafos para garantir que sua solução está correta.
   - Verifique se a implementação atende aos casos de borda.

### Exemplo de Trecho de Código:
- Para leitura de grafo:

```python
grafo = {}
n, m = map(int, input().split()) # onde n é o número de vértices e m o número de arestas
for _ in range(m):
    u, v = map(int, input().split())
    if u not in grafo:
        grafo[u] = []
    grafo[u].append(v)
```

- Para estruturação da saída:

```python
resultados = [] # lista para armazenar as componentes
```

Estes passos e dicas devem ajudar você a estruturar a solução para a questão de componentes fortemente conexas. Boa sorte!"
